accuracy_norm,PVI
1.0,-0.497
0.4705882352941152,-0.497
0.4705882352941152,-0.497
0.294117647058823,-0.497
0.2352941176470534,-0.497
0.1764705882352921,-0.497
0.0588235294117612,-0.497
0.0,-0.497
0.0,-0.497
1.0,-5.67
0.9836065573770492,-5.67
0.9672131147540984,-5.67
0.9672131147540984,-5.67
0.9672131147540984,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9508196721311476,-5.67
0.9344262295081968,-5.67
0.9344262295081968,-5.67
0.9344262295081968,-5.67
0.9344262295081968,-5.67
0.918032786885246,-5.67
0.918032786885246,-5.67
0.918032786885246,-5.67
0.918032786885246,-5.67
0.918032786885246,-5.67
0.918032786885246,-5.67
0.9016393442622952,-5.67
0.9016393442622952,-5.67
0.9016393442622952,-5.67
0.9016393442622952,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8852459016393442,-5.67
0.8688524590163934,-5.67
0.8688524590163934,-5.67
0.8688524590163934,-5.67
0.8688524590163934,-5.67
0.8688524590163934,-5.67
0.8688524590163934,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8524590163934426,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.8360655737704918,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.819672131147541,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
0.8032786885245902,-5.67
