Dataset_CIFAR-10,Dataset_CIFAR-100,Dataset_COCO,Dataset_COCO minivar,Dataset_CityScapes,Dataset_ImageNet,Dataset_KITTI,Dataset_MNIST,Dataset_NYU Depth v2,Dataset_SVHN,Dataset_ShapeNet,Task_Depth Estimation,Task_Image Classification,Task_Object Detection,Task_Semantic Segmentation,Task_Text to Image,accuracy_norm,difficulty
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7373134328358206,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7373134328358206,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7373134328358206,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7373134328358206,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7373134328358206,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7343283582089551,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7343283582089551,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7313432835820896,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7283582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7253731343283581,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7223880597014922,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.722089552238806,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7197014925373135,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7194029850746267,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7164179104477613,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7164179104477613,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7164179104477613,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7164179104477613,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7164179104477613,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7134328358208953,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7107462686567161,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7104477611940299,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7074626865671639,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7056716417910448,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7044776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.703283582089552,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7014925373134329,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7005970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6999999999999997,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6985074626865669,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6982089552238807,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6961194029850745,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6955223880597015,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.694328358208955,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6928358208955223,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6925373134328355,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6925373134328355,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.68955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6883582089552236,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6865671641791046,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6862686567164178,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6856716417910448,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6835820895522386,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6811940298507462,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6808955223880594,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6805970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6805970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6805970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6805970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6805970149253732,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6776119402985072,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6746268656716417,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.674328358208955,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6716417910447762,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6716417910447762,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6716417910447762,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6716417910447762,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6716417910447762,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6698507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.66955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6692537313432833,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6686567164179102,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6686567164179102,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6686567164179102,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6686567164179102,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6668656716417908,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6665671641791044,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6656716417910448,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.664179104477612,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6635820895522385,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6626865671641788,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6626865671641788,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6626865671641788,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6626865671641788,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6626865671641788,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6623880597014925,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6620895522388058,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6597014925373134,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6591044776119404,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6567164179104479,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6567164179104479,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6567164179104479,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6567164179104479,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.653731343283582,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.653731343283582,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.653731343283582,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.653731343283582,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.653731343283582,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6507462686567164,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6507462686567164,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6498507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6495522388059699,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6489552238805969,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6489552238805969,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6477611940298504,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6477611940298504,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6456716417910447,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.644776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.644776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.644776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.644776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.644776119402985,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6426865671641793,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6417910447761195,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6394029850746266,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6388059701492536,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6388059701492536,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6388059701492536,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6382089552238805,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6364179104477611,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6358208955223881,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6358208955223881,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6358208955223881,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6328358208955221,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6328358208955221,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6328358208955221,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6325373134328358,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6298507462686567,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6268656716417911,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6268656716417911,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6268656716417911,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6256716417910446,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6241791044776119,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6238805970149252,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6220895522388057,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6208955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6208955223880597,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6179104477611937,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6179104477611937,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6179104477611937,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6149253731343283,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6149253731343283,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6146268656716416,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.612238805970149,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6119402985074628,0.7801000883132175
