accuracy_norm,difficulty
1.0,0.3492366412213741
0.4705882352941152,0.3492366412213741
0.4705882352941152,0.3492366412213741
0.294117647058823,0.3492366412213741
0.2352941176470534,0.3492366412213741
0.1764705882352921,0.3492366412213741
0.0588235294117612,0.3492366412213741
0.0,0.3492366412213741
0.0,0.3492366412213741
1.0,0.9236641221374046
0.9836065573770492,0.9236641221374046
0.9672131147540984,0.9236641221374046
0.9672131147540984,0.9236641221374046
0.9672131147540984,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9508196721311476,0.9236641221374046
0.9344262295081968,0.9236641221374046
0.9344262295081968,0.9236641221374046
0.9344262295081968,0.9236641221374046
0.9344262295081968,0.9236641221374046
0.918032786885246,0.9236641221374046
0.918032786885246,0.9236641221374046
0.918032786885246,0.9236641221374046
0.918032786885246,0.9236641221374046
0.918032786885246,0.9236641221374046
0.918032786885246,0.9236641221374046
0.9016393442622952,0.9236641221374046
0.9016393442622952,0.9236641221374046
0.9016393442622952,0.9236641221374046
0.9016393442622952,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8852459016393442,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8688524590163934,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8524590163934426,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.8360655737704918,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.819672131147541,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.8032786885245902,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7868852459016393,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7704918032786885,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7540983606557377,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7377049180327869,0.9236641221374046
0.7213114754098361,0.9236641221374046
0.7213114754098361,0.9236641221374046
0.7213114754098361,0.9236641221374046
0.7049180327868853,0.9236641221374046
0.7049180327868853,0.9236641221374046
