name,accuracy,params,tags,id
kEffNet-B0 V2 16ch,97.61%,0.61M,[']'],null
\u00b52Net+ (ViT-L/16),97.46%,null,[']'],2209.07326v3
kEffNet-B0 V2 2ch,96.70%,0.3M,[']}]</script'],null
