Task,Dataset,name,accuracy,accuracy_norm,params,tags,id
Image Classification,ImageNet,NoisyStudent (EfficientNet-B6),86.4,0.8208955223880597,43M,"['JFT-300M', 'EfficientNet']",1911.04252v4
Image Classification,ImageNet,Swin-B,86.4,0.8208955223880597,88M,"['ImageNet-22k', 'Transformer']",2103.14030v2
Image Classification,ImageNet,CAFormer-B36 (384 res),86.4,0.8208955223880597,99M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,LV-ViT-L,86.4,0.8208955223880597,151M,"['ImageNet-1k only', 'Transformer']",2104.10858v3
Image Classification,ImageNet,FixResNeXt-101 32x48d,86.4,0.8208955223880597,829M,['ResNeXt'],1906.06423v4
Image Classification,ImageNet,MaxViT-B (384res),86.34,0.8191044776119403,null,[']'],2204.01697v4
Image Classification,ImageNet,Bamboo (Bamboo-L),86.3,0.8179104477611938,null,['ImageNet-1k only'],2205.10505v3
Image Classification,ImageNet,ViT-B@224 (cosub),86.3,0.8179104477611938,null,['ImageNet-22k'],2212.04884v1
Image Classification,ImageNet,Our SP-ViT-L|384,86.3,0.8179104477611938,null,[']'],2206.07662v1
Image Classification,ImageNet,BEiT-L (ViT; ImageNet 1k pretrain),86.3,0.8179104477611938,86M,"['Transformer', 'ImageNet-1k only']",2106.08254v2
Image Classification,ImageNet,VOLO-D3,86.3,0.8179104477611938,86M,['ImageNet-1k only'],2106.13112v2
Image Classification,ImageNet,VAN-B5 (22K),86.3,0.8179104477611938,90M,[']'],2202.09741v5
Image Classification,ImageNet,UniFormer-L (384 res),86.3,0.8179104477611938,100M,[']'],2201.09450v3
Image Classification,ImageNet,MViTv2-L (384 res),86.3,0.8179104477611938,218M,[']'],2112.01526v2
Image Classification,ImageNet,CAIT-M36-448,86.3,0.8179104477611938,271M,"['ImageNet-1k only', 'Transformer']",2103.17239v2
Image Classification,ImageNet,NFNet-F5 w/ SAM,86.3,0.8179104477611938,377.2M,"['CNN', 'ImageNet-1k only']",2102.06171v1
Image Classification,ImageNet,"TinySaver(ConvNeXtV2_h, 0.01 Acc drop)",86.24,0.8161194029850743,null,"['MoE', 'Early Exit', 'Dynamic Model Arch']",2403.17726v1
Image Classification,ImageNet,Swin-B@224 (cosub),86.2,0.8149253731343283,null,['ImageNet-22k'],2212.04884v1
Image Classification,ImageNet,"TinyViT-21M-384-distill (384 res, 21k)",86.2,0.8149253731343283,21M,"['ImageNet-22k', 'Transformer']",2207.10666v1
Image Classification,ImageNet,CAFormer-M36 (384 res),86.2,0.8149253731343283,56M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,"TransNeXt-Base (IN-1K supervised, 384)",86.2,0.8149253731343283,89.7M,"['Transformer', 'ImageNet-1k only']",2311.17132v3
Image Classification,ImageNet,MIRL (ViT-B-48),86.2,0.8149253731343283,341M,"['Transformer', 'ImageNet-1k only']",2309.14136v3
Image Classification,ImageNet,MaxViT-S (512res),86.19,0.8146268656716416,null,[']'],2204.01697v4
Image Classification,ImageNet,NoisyStudent (EfficientNet-B5),86.1,0.8119402985074624,30M,"['JFT-300M', 'EfficientNet']",1911.04252v4
Image Classification,ImageNet,EfficientNetV2-M (21k),86.1,0.8119402985074624,55M,"['ImageNet-22k', 'EfficientNet']",2104.00298v3
Image Classification,ImageNet,"ConvFormer-M36 (224 res, 21K)",86.1,0.8119402985074624,57M,['ImageNet-22k'],2210.13452v3
Image Classification,ImageNet,CAIT-M-36,86.1,0.8119402985074624,270.9M,"['ImageNet-1k only', 'Transformer']",2103.17239v2
Image Classification,ImageNet,Refiner-ViT-L,86.03,0.8098507462686566,81M,"['ImageNet-1k only', 'Transformer']",2106.03714v1
Image Classification,ImageNet,GPaCo (ViT-L),86.01,0.8092537313432836,null,"['Contrastive', 'Transformer', 'ImageNet-1k only']",2209.12400v2
Image Classification,ImageNet,Omnivore (Swin-L),86.0,0.8089552238805969,null,[']'],2201.08377v2
Image Classification,ImageNet,Our SP-ViT-M|384,86.0,0.8089552238805969,null,[']'],2206.07662v1
Image Classification,ImageNet,"TransNeXt-Small (IN-1K supervised, 384)",86.0,0.8089552238805969,49.7M,"['Transformer', 'ImageNet-1k only']",2311.17132v3
Image Classification,ImageNet,VOLO-D2,86.0,0.8089552238805969,59M,['ImageNet-1k only'],2106.13112v2
Image Classification,ImageNet,XCiT-L24,86.0,0.8089552238805969,189M,"['Transformer', 'ImageNet-1k only']",2106.09681v2
