Task,Dataset,name,accuracy,accuracy_norm,params,tags,id
Image Classification,WebVision,PropMix (Ours),78.84,1.0,,[],2110.11809v1
Image Classification,WebVision,FINE + DivideMix,77.28,0.0,,[],2102.11628v3
